,param_n_estimators,param_max_features,param_max_depth,params,mean_train_score,mean_test_score,keep
151,50,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 50}",-0.19283305673513082,-0.4760581564731582,0
152,1,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 1}",-0.4098986344211449,-0.6592201203188727,0
153,3,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 3}",-0.26951080785693493,-0.57484515433805,0
154,5,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 5}",-0.23393692670371058,-0.4755988529242597,0
155,7,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 7}",-0.21433266144150043,-0.5390132533099894,0
156,10,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 10}",-0.20998046648616447,-0.49901537510149696,0
157,15,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 15}",-0.20535524255479637,-0.49119175324576414,0
158,20,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 20}",-0.20069817749653768,-0.4769709459294,0
159,50,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 50}",-0.1995318734126977,-0.474418637610211,0
160,1,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 1}",-0.3881346741508208,-0.8395078119389723,0
161,3,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 3}",-0.20950651498847725,-0.5601519942456721,0
162,5,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 5}",-0.1752665533852747,-0.49220737981496104,0
163,7,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 7}",-0.16926456766637088,-0.5113804245918099,0
164,10,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 10}",-0.1515433208476486,-0.5050728589518971,0
165,15,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 15}",-0.14665478053733347,-0.47369500638036666,0
166,20,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 20}",-0.14527343239967047,-0.4729154447168269,0
167,50,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 50}",-0.1350129623131521,-0.4619708891068062,0
168,1,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 1}",-0.3637357260751142,-0.8543094426800458,0
169,3,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 3}",-0.17999024256226412,-0.5407511695273841,0
170,5,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 5}",-0.14766521769217256,-0.537031357197285,0
171,7,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 7}",-0.12906663526594533,-0.5080429538554616,0
172,10,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 10}",-0.11927621786955848,-0.5169246449284628,0
173,15,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 15}",-0.10986740988227742,-0.48066899089629833,0
174,20,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 20}",-0.10917074781506075,-0.46758629736541824,0
175,50,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 50}",-0.09732400766963886,-0.47591735929378104,0
176,1,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 1}",-0.33285322170921916,-0.8797667439473311,0
177,3,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 3}",-0.19965466220850447,-0.5815072817164354,0
178,5,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 5}",-0.14219190427501743,-0.5291073105576413,0
179,7,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 7}",-0.13516270838451985,-0.5091887082429071,0
180,10,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 10}",-0.12217376203398074,-0.5512527578127943,0
181,15,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 15}",-0.1078829832988184,-0.4803195667926318,0
182,20,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 20}",-0.10907673804873186,-0.5001721161989886,0
183,50,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 50}",-0.09926015729964352,-0.47172471020577467,0
184,1,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 1}",-0.35394468666033485,-0.9643785826616922,0
185,3,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 3}",-0.16720056562888286,-0.6718948774606812,0
186,5,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 5}",-0.14743031164531875,-0.5387431349430117,0
187,7,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 7}",-0.13075050949058564,-0.5050382112285667,0
188,10,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 10}",-0.1191466751622197,-0.530388700761669,0
189,15,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 15}",-0.11117696774087522,-0.49614974516962773,0
190,20,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 20}",-0.1056884443400454,-0.49694663208151335,0
191,50,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 50}",-0.09935607686042389,-0.48428046597330454,0
192,1,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 1}",-0.3553581401932739,-0.8788819917136461,0
193,3,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 3}",-0.17891344168397721,-0.5555299493712882,0
194,5,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 5}",-0.14319350255012486,-0.5616775662913337,0
195,7,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 7}",-0.13680856458347918,-0.5276027019360882,0
196,10,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 10}",-0.11967599087077677,-0.5131567831134531,0
197,15,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 15}",-0.11034407791041974,-0.49298502477046025,0
198,20,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 20}",-0.10709545404087059,-0.48379800105866744,0
199,50,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 50}",-0.0996812887884009,-0.470710802970279,0
200,1,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 1}",-0.3412945537323244,-0.8391373953632325,0
201,3,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 3}",-0.18209881992618798,-0.590737518048255,0
202,5,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 5}",-0.14150159029249926,-0.5011797966952594,0
203,7,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 7}",-0.1316200669950059,-0.5144802314484098,0
204,10,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 10}",-0.11662619633265996,-0.5225530456453558,0
205,15,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 15}",-0.1085188780374331,-0.47859003943570516,0
206,20,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 20}",-0.10528941721544889,-0.4904798318687643,0
207,50,1,12,"{'max_depth': 12, 'max_features': 1, 'n_estimators': 50}",-0.09644919459364834,-0.4738033265132021,0
208,1,5,12,"{'max_depth': 12, 'max_features': 5, 'n_estimators': 1}",-0.3276599314084231,-0.779106701088095,0
209,3,5,12,"{'max_depth': 12, 'max_features': 5, 'n_estimators': 3}",-0.15954536819661563,-0.5737829745994589,0
210,5,5,12,"{'max_depth': 12, 'max_features': 5, 'n_estimators': 5}",-0.13329261683228438,-0.5089163753391884,0
211,7,5,12,"{'max_depth': 12, 'max_features': 5, 'n_estimators': 7}",-0.10950671662532852,-0.5153121808793981,0
212,10,5,12,"{'max_depth': 12, 'max_features': 5, 'n_estimators': 10}",-0.10113007525302568,-0.5189744463261898,0
