,param_n_estimators,param_max_features,param_max_depth,params,mean_train_score,mean_test_score,keep
235,150,5,7,"{'max_depth': 7, 'max_features': 5, 'n_estimators': 150}",-0.1701497234329218,-0.32095096980603866,0
236,300,5,7,"{'max_depth': 7, 'max_features': 5, 'n_estimators': 300}",-0.16965604243596125,-0.3197127005112347,0
237,500,5,7,"{'max_depth': 7, 'max_features': 5, 'n_estimators': 500}",-0.16952659501478246,-0.3184748912520556,0
238,800,5,7,"{'max_depth': 7, 'max_features': 5, 'n_estimators': 800}",-0.1695043071947167,-0.3207958843505012,0
239,1000,5,7,"{'max_depth': 7, 'max_features': 5, 'n_estimators': 1000}",-0.1696521240076854,-0.32095262817770537,0
240,1,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 1}",-0.2957713085686278,-0.5511727449627093,0
241,10,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 10}",-0.18105394134020308,-0.3323555426896029,0
242,15,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 15}",-0.17868433555665533,-0.3351361251508516,0
243,150,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 150}",-0.17084895044149592,-0.32033078986960434,0
244,300,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 300}",-0.1702452051577108,-0.32203576014798313,0
245,500,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 500}",-0.1691299465012863,-0.3184879525502939,0
246,800,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 800}",-0.16928962451518278,-0.31967663471163554,0
247,1000,10,7,"{'max_depth': 7, 'max_features': 10, 'n_estimators': 1000}",-0.16931236801141494,-0.31979402297368087,0
248,1,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 1}",-0.28908298295758883,-0.47100821786701064,0
249,10,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 10}",-0.18218046318505468,-0.3306732912635177,0
250,15,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 15}",-0.17810072606662428,-0.3352949645612019,0
251,150,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 150}",-0.17030232125349345,-0.3201783663753304,0
252,300,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 300}",-0.17002554328920041,-0.3205133726996937,0
253,500,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 500}",-0.16931944288456255,-0.3192108871329943,0
254,800,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 800}",-0.16976591476034777,-0.31976531881519227,0
255,1000,15,7,"{'max_depth': 7, 'max_features': 15, 'n_estimators': 1000}",-0.16959868018140462,-0.31887290712139565,0
256,1,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 1}",-0.2919444977895303,-0.479274656166635,0
257,10,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 10}",-0.1835228601749485,-0.3338490183309354,0
258,15,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 15}",-0.1789283686191761,-0.3365428658298598,0
259,150,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 150}",-0.17017994405888562,-0.3214250001690625,0
260,300,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 300}",-0.1694396835023209,-0.3203152584576139,0
261,500,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 500}",-0.16954009935968611,-0.3203055891555868,0
262,800,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 800}",-0.16990665438487487,-0.31881952312513173,0
263,1000,20,7,"{'max_depth': 7, 'max_features': 20, 'n_estimators': 1000}",-0.16930973020891676,-0.3190142459993242,0
264,1,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 1}",-0.30429820514318484,-0.49848567547136025,0
265,10,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 10}",-0.18394896919912182,-0.34405798354046346,0
266,15,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 15}",-0.17839066148397503,-0.32617120739164995,0
267,150,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 150}",-0.17060219941955096,-0.3205126527002705,0
268,300,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 300}",-0.16953910231097374,-0.3194426199968518,0
269,500,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 500}",-0.1699927618237032,-0.3188227400148462,0
270,800,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 800}",-0.16971529805595423,-0.3203305172899748,0
271,1000,25,7,"{'max_depth': 7, 'max_features': 25, 'n_estimators': 1000}",-0.16929080929518506,-0.3187572825193474,0
272,1,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 1}",-0.2985319223562365,-0.5063796151828523,0
273,10,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 10}",-0.1801125377406656,-0.3239298903100469,0
274,15,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 15}",-0.1756066898485415,-0.33002216269392054,0
275,150,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 150}",-0.17017977217786784,-0.31895909305240233,0
276,300,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 300}",-0.16981395082666292,-0.3194826753727094,0
277,500,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 500}",-0.16961134291108645,-0.31867282890428716,0
278,800,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 800}",-0.16966671458811125,-0.319665541007493,0
279,1000,30,7,"{'max_depth': 7, 'max_features': 30, 'n_estimators': 1000}",-0.16940762277446564,-0.31932979266437156,0
280,1,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 1}",-0.3057161882293608,-0.6642077388206413,0
281,10,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 10}",-0.11853257285152459,-0.34733835553232695,0
282,15,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 15}",-0.11451929612154779,-0.34099481590323066,0
283,150,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 150}",-0.10155398560781843,-0.31445059909759043,0
284,300,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 300}",-0.10190490141329758,-0.31422209199536466,0
285,500,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 500}",-0.10104283674185457,-0.31246925495670874,0
286,800,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 800}",-0.10039494122799145,-0.3126126211193995,0
287,1000,1,10,"{'max_depth': 10, 'max_features': 1, 'n_estimators': 1000}",-0.10107876625307984,-0.3117004049588261,0
288,1,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 1}",-0.2685182173409792,-0.5725180006777673,0
289,10,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 10}",-0.09481579761156193,-0.32939982542990875,0
290,15,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 15}",-0.09287609855644664,-0.33496431921975184,0
291,150,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 150}",-0.08156402456196706,-0.30743002447216294,0
292,300,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 300}",-0.08167949353682571,-0.31058712393129695,0
293,500,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 500}",-0.08132360118002378,-0.31183153070739694,0
294,800,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 800}",-0.08114225186452091,-0.3097870958315128,0
295,1000,5,10,"{'max_depth': 10, 'max_features': 5, 'n_estimators': 1000}",-0.08134376890573385,-0.3119851725367295,0
296,1,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 1}",-0.23864497246711305,-0.5728458700568249,0
297,10,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 10}",-0.0992162387549647,-0.3336148489695883,0
298,15,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 15}",-0.09080322376184308,-0.3239118648106207,0
299,150,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 150}",-0.08171976274886984,-0.3154519493403862,0
300,300,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 300}",-0.08136675285083235,-0.31169381404225915,0
301,500,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 500}",-0.08127084812455646,-0.31128558086734387,0
302,800,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 800}",-0.08106819022417154,-0.31123910074645794,0
303,1000,10,10,"{'max_depth': 10, 'max_features': 10, 'n_estimators': 1000}",-0.08130918402011264,-0.3086320705683275,0
304,1,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 1}",-0.26696228241366843,-0.5659457028887868,0
305,10,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 10}",-0.09842359313564106,-0.3374182158385156,0
306,15,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 15}",-0.09261570711183911,-0.33340987151149515,0
307,150,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 150}",-0.08258945408462506,-0.3102933934893086,0
308,300,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 300}",-0.08145791027216767,-0.3097185586817148,0
309,500,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 500}",-0.08118192994410924,-0.3113444461445511,0
310,800,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 800}",-0.08119907243971788,-0.3109681549540363,0
311,1000,15,10,"{'max_depth': 10, 'max_features': 15, 'n_estimators': 1000}",-0.08112542141537156,-0.31099149152176075,0
312,1,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 1}",-0.24144554823087874,-0.5275175901238208,0
313,10,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 10}",-0.09804910735265929,-0.3351018022738095,0
314,15,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 15}",-0.09240372672725668,-0.33232304484248737,0
315,150,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 150}",-0.08280407795175207,-0.31243943288830844,0
316,300,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 300}",-0.08172565298324468,-0.31046405214270684,0
317,500,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 500}",-0.08165249692104293,-0.3105815491752313,0
318,800,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 800}",-0.08106440922567638,-0.3108857349501263,0
319,1000,20,10,"{'max_depth': 10, 'max_features': 20, 'n_estimators': 1000}",-0.08118799892163983,-0.3102003382138481,0
320,1,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 1}",-0.24939035095243262,-0.4775947824163297,0
321,10,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 10}",-0.09880560424396048,-0.3431545722519182,0
322,15,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 15}",-0.09322603513234846,-0.3262087568665073,0
323,150,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 150}",-0.08250488869812159,-0.3142631092919915,0
324,300,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 300}",-0.08188486888493482,-0.3113758097778473,0
325,500,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 500}",-0.08137726831939154,-0.3098502449300494,0
326,800,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 800}",-0.08137791174862448,-0.31033431185540866,0
327,1000,25,10,"{'max_depth': 10, 'max_features': 25, 'n_estimators': 1000}",-0.0811730981913142,-0.3099991526979485,0
328,1,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 1}",-0.24560476233982625,-0.6669677438676168,0
329,10,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 10}",-0.09730210285504823,-0.3288379814951607,0
330,15,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 15}",-0.09156237353526554,-0.328469731288684,0
331,150,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 150}",-0.08180057975106896,-0.31414759541209714,0
332,300,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 300}",-0.08211671159383455,-0.31113593813104284,0
333,500,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 500}",-0.08165879715518212,-0.310971226160877,0
334,800,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 800}",-0.08132498370121696,-0.31113175630204637,0
335,1000,30,10,"{'max_depth': 10, 'max_features': 30, 'n_estimators': 1000}",-0.08128938208100323,-0.3102326398400298,0
336,1,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 1}",-0.2642504187611262,-0.6719609666984933,0
337,10,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 10}",-0.0699442619029765,-0.3417485512727403,0
338,15,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 15}",-0.06188263765047573,-0.3309934394796445,0
339,150,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 150}",-0.04817071725850961,-0.3076009184987353,0
340,300,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 300}",-0.047345344336139385,-0.30984696100171,0
341,500,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 500}",-0.046868667438180474,-0.3079128490111165,0
342,800,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 800}",-0.046777992277902004,-0.30638918070607324,0
343,1000,1,15,"{'max_depth': 15, 'max_features': 1, 'n_estimators': 1000}",-0.0465643506451879,-0.3075095168464935,0
344,1,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 1}",-0.24187109963646444,-0.6286174728876504,0
345,10,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 10}",-0.0631181628597644,-0.36116599045915615,0
346,15,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 15}",-0.0561044808368786,-0.33377733009724847,0
347,150,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 150}",-0.04548619465928133,-0.3109392507847438,0
348,300,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 300}",-0.04478804200576699,-0.3109464043770843,0
349,500,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 500}",-0.04456219165982986,-0.3109862524097118,0
350,800,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 800}",-0.044266202805181704,-0.3088018735600682,0
351,1000,5,15,"{'max_depth': 15, 'max_features': 5, 'n_estimators': 1000}",-0.04425293991783848,-0.30982169334706977,0
352,1,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 1}",-0.23330727297728462,-0.5966757985648719,0
353,10,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 10}",-0.06365774432328355,-0.33326793317435205,0
354,15,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 15}",-0.05700546464265275,-0.34408362979624535,0
355,150,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 150}",-0.04545452030471485,-0.31047874171630474,0
356,300,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 300}",-0.0450341024292006,-0.3140414322562859,0
357,500,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 500}",-0.04433876475291407,-0.31047686700989513,0
358,800,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 800}",-0.044428864790962516,-0.3110321202732863,0
359,1000,10,15,"{'max_depth': 15, 'max_features': 10, 'n_estimators': 1000}",-0.04437875551635661,-0.3119118213852934,0
360,1,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 1}",-0.23629372347621488,-0.5844995617481491,0
361,10,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 10}",-0.06339669282868439,-0.3489675406008758,0
362,15,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 15}",-0.05843277267928789,-0.33771906418979397,0
363,150,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 150}",-0.045267615423589744,-0.3129376972563261,0
364,300,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 300}",-0.0450331292011389,-0.3083750705354027,0
365,500,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 500}",-0.04454260164371497,-0.31143594700683247,0
366,800,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 800}",-0.04446032536437113,-0.31039944410541087,0
367,1000,15,15,"{'max_depth': 15, 'max_features': 15, 'n_estimators': 1000}",-0.044259446085339264,-0.3109771387256035,0
368,1,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 1}",-0.2458553687660011,-0.6072153658408566,0
369,10,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 10}",-0.06225185371443585,-0.3353788637590788,0
370,15,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 15}",-0.0567301540462664,-0.32372508750748996,0
371,150,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 150}",-0.04548652420485092,-0.31123674101210036,0
372,300,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 300}",-0.04467641530741601,-0.30957465054681654,0
373,500,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 500}",-0.044257740544859106,-0.3127950412133585,0
374,800,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 800}",-0.044464182116543224,-0.3096959768556189,0
375,1000,20,15,"{'max_depth': 15, 'max_features': 20, 'n_estimators': 1000}",-0.04432457953982543,-0.31108166673317617,0
376,1,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 1}",-0.2270292722684261,-0.566850067546144,0
377,10,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 10}",-0.06259155105431889,-0.3328725421838669,0
378,15,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 15}",-0.05748889768779025,-0.31801038777873036,0
379,150,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 150}",-0.044626445742070024,-0.31130540712239474,0
380,300,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 300}",-0.04468949009502998,-0.3133739868191171,0
381,500,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 500}",-0.04461019600359256,-0.31105142448657086,0
382,800,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 800}",-0.044208367701402095,-0.3103944504034866,0
383,1000,25,15,"{'max_depth': 15, 'max_features': 25, 'n_estimators': 1000}",-0.04416944352330062,-0.30997501168105035,0
384,1,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 1}",-0.22938962674428068,-0.6347392789462327,0
385,10,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 10}",-0.0643354585302178,-0.34799158232533817,0
386,15,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 15}",-0.055964052588810397,-0.33016161151627743,0
387,150,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 150}",-0.045256577953334085,-0.3117061346837652,0
388,300,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 300}",-0.044885514857270443,-0.3129123893062277,0
389,500,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 500}",-0.04447355182360361,-0.31097844488449894,0
390,800,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 800}",-0.04414932529317374,-0.31036382839198307,0
391,1000,30,15,"{'max_depth': 15, 'max_features': 30, 'n_estimators': 1000}",-0.0441997301490759,-0.3084905598186939,0
392,1,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 1}",-0.26141902775945186,-0.7196280907482399,0
393,10,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 10}",-0.06245186792058862,-0.3289682871878302,0
394,15,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 15}",-0.05600512930161707,-0.3364494832143792,0
395,150,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 150}",-0.04376035777248133,-0.31194649604858704,0
396,300,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 300}",-0.042635140940546705,-0.306898627702163,0
397,500,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 500}",-0.04228803766267457,-0.3071281909011164,0
398,800,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 800}",-0.04232753651385347,-0.30817559900675406,0
399,1000,1,20,"{'max_depth': 20, 'max_features': 1, 'n_estimators': 1000}",-0.04225663055219199,-0.3070459447191275,0
400,1,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 1}",-0.23052918843920134,-0.6571109725965723,0
401,10,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 10}",-0.060720590534900885,-0.33573469645090503,0
402,15,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 15}",-0.055562245894670806,-0.3251697143160793,0
403,150,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 150}",-0.04400454407113063,-0.3107030830812858,0
404,300,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 300}",-0.04283087905528661,-0.3121026681310467,0
405,500,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 500}",-0.04279143200570583,-0.3108676937028034,0
406,800,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 800}",-0.04262650199575067,-0.31053136410036786,0
407,1000,5,20,"{'max_depth': 20, 'max_features': 5, 'n_estimators': 1000}",-0.04239537032032924,-0.3116130890554609,0
408,1,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 1}",-0.22194187317086475,-0.6467729290992891,0
409,10,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 10}",-0.0602555866430331,-0.34055921055618654,0
410,15,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 15}",-0.054520527217002804,-0.32662632216525045,0
411,150,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 150}",-0.044353020763034295,-0.3107820200943284,0
412,300,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 300}",-0.04336359626403183,-0.30591119034692016,0
413,500,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 500}",-0.04273986425465801,-0.3104793242631086,0
414,800,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 800}",-0.042553807971325026,-0.31241376090994316,0
415,1000,10,20,"{'max_depth': 20, 'max_features': 10, 'n_estimators': 1000}",-0.04269168855925111,-0.3114575693998217,0
416,1,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 1}",-0.22648595283315665,-0.650304511814795,0
417,10,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 10}",-0.06284435107988513,-0.3315630539507896,0
418,15,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 15}",-0.05547518284359361,-0.340869370362224,0
419,150,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 150}",-0.04380909214341589,-0.3110991655143182,0
420,300,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 300}",-0.04257027048411973,-0.3130773929862265,0
421,500,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 500}",-0.042653690008851435,-0.30985736935945163,0
422,800,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 800}",-0.0425183122121842,-0.30935400034304955,0
423,1000,15,20,"{'max_depth': 20, 'max_features': 15, 'n_estimators': 1000}",-0.04249000050395005,-0.3099874682816478,0
424,1,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 1}",-0.22126348932002626,-0.6332218168043812,0
425,10,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 10}",-0.06114592357238683,-0.34926475390243406,0
426,15,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 15}",-0.05508493942167023,-0.3306516147273314,0
427,150,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 150}",-0.04345683408382037,-0.3077201809329656,0
428,300,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 300}",-0.04290416608328142,-0.31175425728376843,0
429,500,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 500}",-0.04255130640793627,-0.30976467339946,0
430,800,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 800}",-0.04267726981009231,-0.3109210762992644,0
431,1000,20,20,"{'max_depth': 20, 'max_features': 20, 'n_estimators': 1000}",-0.042610773406778754,-0.31164676517582873,0
432,1,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 1}",-0.21882996718437503,-0.6102900462441988,0
433,10,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 10}",-0.06079894091593646,-0.34015323320856095,0
434,15,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 15}",-0.05562473423717677,-0.3405821309835354,0
435,150,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 150}",-0.04359866491556207,-0.31445417972561335,0
436,300,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 300}",-0.042895841021557565,-0.3124611079488042,0
437,500,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 500}",-0.04280574538264326,-0.310073040746207,0
438,800,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 800}",-0.042393630725222904,-0.3095667789481003,0
439,1000,25,20,"{'max_depth': 20, 'max_features': 25, 'n_estimators': 1000}",-0.042632693047744794,-0.30783395772806454,0
440,1,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 1}",-0.23703894331890946,-0.6363685820969373,0
441,10,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 10}",-0.06226686697419574,-0.34411600249979385,0
442,15,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 15}",-0.05480564731606088,-0.3307747938912521,0
443,150,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 150}",-0.044189109442549696,-0.312939651783253,0
444,300,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 300}",-0.043175310004198206,-0.3102216276749779,0
445,500,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 500}",-0.04269781936411161,-0.3100407929153198,0
446,800,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 800}",-0.042521117618404304,-0.31197217269215544,0
447,1000,30,20,"{'max_depth': 20, 'max_features': 30, 'n_estimators': 1000}",-0.042523889540779354,-0.31033440640308296,0
448,1,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 1}",-0.24314750567467738,-0.6691370496898041,0
449,10,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 10}",-0.06289634670376906,-0.34986255049503323,0
450,15,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 15}",-0.05650895568863503,-0.32374155579719877,0
451,150,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 150}",-0.04320172870801915,-0.30557817778648794,0
452,300,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 300}",-0.04259370805128637,-0.3077831732111813,0
453,500,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 500}",-0.042482494202155774,-0.3088735978541584,0
454,800,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 800}",-0.04196700247778497,-0.3064944623287627,0
455,1000,1,25,"{'max_depth': 25, 'max_features': 1, 'n_estimators': 1000}",-0.042078105918900086,-0.3084864797684569,0
456,1,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 1}",-0.242562772857496,-0.6123055617658196,0
457,10,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 10}",-0.06060983734563905,-0.34227859583493714,0
458,15,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 15}",-0.055774403173807066,-0.3366748040864934,0
