,param_n_estimators,param_max_features,param_max_depth,params,mean_train_score,mean_test_score,keep
459,150,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 150}",-0.043721716261738895,-0.3107020847941051,0
460,300,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 300}",-0.04302052899091148,-0.31137463216034017,0
461,500,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 500}",-0.042687886148272416,-0.311869084232185,0
462,800,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 800}",-0.042698033015064016,-0.308235936130988,0
463,1000,5,25,"{'max_depth': 25, 'max_features': 5, 'n_estimators': 1000}",-0.04232999429364352,-0.3092179606853298,0
464,1,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 1}",-0.21943986666796172,-0.5943131909920634,0
465,10,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 10}",-0.06343214382551433,-0.3449903958624483,0
466,15,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 15}",-0.05434109857678532,-0.3304211036603907,0
467,150,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 150}",-0.04335175828964237,-0.3114745448818127,0
468,300,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 300}",-0.04303655592510565,-0.3105575507361279,0
469,500,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 500}",-0.04255993033832513,-0.31060009219532736,0
470,800,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 800}",-0.04259077538397403,-0.31074476088504055,0
471,1000,10,25,"{'max_depth': 25, 'max_features': 10, 'n_estimators': 1000}",-0.04235407143568762,-0.3115954604701473,0
472,1,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 1}",-0.2301049630371726,-0.7168895069225891,0
473,10,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 10}",-0.062135244137909794,-0.3566603791610349,0
474,15,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 15}",-0.05396342935982312,-0.31665790854465853,0
475,150,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 150}",-0.04388473702646918,-0.31758618854507603,0
476,300,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 300}",-0.04309116220807732,-0.3101309671884815,0
477,500,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 500}",-0.04259133363986681,-0.31103611842554024,0
478,800,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 800}",-0.04254592978627194,-0.31041469671052896,0
479,1000,15,25,"{'max_depth': 25, 'max_features': 15, 'n_estimators': 1000}",-0.04251483855476916,-0.3110435969854913,0
480,1,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 1}",-0.22916390859280358,-0.6541775595659249,0
481,10,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 10}",-0.058516793664420655,-0.3337312165464667,0
482,15,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 15}",-0.05354805641467786,-0.336905935861053,0
483,150,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 150}",-0.04390090208533317,-0.315408665199128,0
484,300,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 300}",-0.04277609069288591,-0.31189451811695756,0
485,500,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 500}",-0.0428394714909735,-0.31142711105777354,0
486,800,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 800}",-0.04264528235807546,-0.31122138797488313,0
487,1000,20,25,"{'max_depth': 25, 'max_features': 20, 'n_estimators': 1000}",-0.04234109447030613,-0.31030037345666356,0
488,1,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 1}",-0.23146519058588672,-0.6410807575575157,0
489,10,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 10}",-0.062007838139176784,-0.3551898414499864,0
490,15,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 15}",-0.054714564185576756,-0.3285930392577028,0
491,150,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 150}",-0.04322881862635449,-0.30694958453000715,0
492,300,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 300}",-0.04305759401872723,-0.31130356864199454,0
493,500,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 500}",-0.04275131544857241,-0.30959918462431507,0
494,800,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 800}",-0.042590113009905145,-0.31160001608781485,0
495,1000,25,25,"{'max_depth': 25, 'max_features': 25, 'n_estimators': 1000}",-0.04256358936438644,-0.30930547230981853,0
496,1,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 1}",-0.23071980110264984,-0.6384509634822508,0
497,10,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 10}",-0.06143709909148093,-0.32811217098051754,0
498,15,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 15}",-0.05488054025765595,-0.33832466859516364,0
499,150,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 150}",-0.04383507658586411,-0.3122352355716222,0
500,300,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 300}",-0.043214437008842047,-0.3113012620728005,0
501,500,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 500}",-0.04235605088306328,-0.3103467030497929,0
502,800,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 800}",-0.04252640399698453,-0.31103786213846235,0
503,1000,30,25,"{'max_depth': 25, 'max_features': 30, 'n_estimators': 1000}",-0.04257966817348002,-0.30960970576254,0
