,param_n_estimators,param_max_features,param_max_depth,params,mean_train_score,mean_test_score,keep
0,50,1,1,"{'max_depth': 1, 'max_features': 1, 'n_estimators': 50}",-0.3673979847201602,-0.6906694586977592,1
